site	log2fold	pval	celline	gene	corr_sp	coaccess	qval
chr8_29286753_29296636_CA_0.5093	-0.0933177844784504	1.27271846364523e-23	MDA	DUSP4	0.632717317932948	0.5093	2.28479966606345e-24
chr8_29262778_29263652_CA_0.3905	-0.234110933647668	2.0420462708319e-38	MDA	DUSP4	0.744972624315608	0.3905	5.44742134399482e-39
chr8_29623767_29642442_CA_0.3880	0.128388770699166	1.49091159079275e-08	MDA	DUSP4	-0.573002325058127	0.388	1.72151506773192e-09
chr8_29211472_29211972_CA_0.3653	0.0392346420780734	0.000376682612399606	MDA	DUSP4	-0.729499737493437	0.3653	3.64590627127916e-05
chr8_29655008_29696233_CA_0.3579	0.0785757473346548	7.45130822033062e-28	MDA	DUSP4	-0.652097802445061	0.3579	1.48952489808562e-28
chr8_29116631_29137654_CA_0.3334	0.105912934714109	6.05649854399272e-27	MDA	DUSP4	-0.729982749568739	0.3334	1.18318954275013e-27
chr8_29275622_29276461_CA_0.2807	0.228693909493333	2.31848250017899e-53	MDA	DUSP4	-0.704417610440261	0.2807	9.75817137529709e-54
chr8_29085653_29086476_CA_0.2655	0.38659240398888	1.09096164453728e-72	MDA	DUSP4	-0.776461411535288	0.2655	8.76082423621647e-73
chr8_29370024_29374230_CA_0.1685	0.202043989421945	2.04121360999813e-14	MDA	DUSP4	-0.850275256881422	0.1685	2.84495316482597e-15
chr8_29459070_29460515_CA_0.1586	-0.0651406550262745	0.186742039746674	MDA	DUSP4	-0.34697667441686	0.1586	0.0152378283043691
chr8_29225604_29231739_CA_0.1545	0.947799139401018	9.13212045932476e-78	MDA	DUSP4	-0.672136803420086	0.1545	9.00292853436002e-78
chr11_69587490-69722215_CA_1.0000	-0.00917669777298008	0.381303206529457	MDA	CCND1	0.0120273006825171	1	0.0302174309617657
chr11_69229429_69338280_CA_0.9708	-0.00649080104036708	0.867821251194141	MDA	CCND1	-0.0227750693767344	0.9708	0.0658281706768785
chr11_69914311_69973393_CA_0.9380	0.106215415158528	2.55573130024869e-08	MDA	CCND1	-0.200168004200105	0.938	2.92532202552857e-09
chr11_69348398_69420958_CA_0.9108	0.0639721215414795	0.0622261313718491	MDA	CCND1	-0.0939323483087077	0.9108	0.00527409510502455
chr11_69550809_69568347_CA_0.8540	0.24767716025554	2.41084638464032e-07	MDA	CCND1	-0.389763744093602	0.854	2.66655365091663e-08
chr11_69497197_69497910_CA_0.8285	0.130316644884363	0.00242930225004489	MDA	CCND1	-0.632010800270007	0.8285	0.000225234823572445
chr11_69791236_69825670_CA_0.8106	-0.133243810115443	2.99227352126568e-08	MDA	CCND1	0.380022500562514	0.8106	3.41896909890238e-09
chr11_69840302_69855165_CA_0.7560	0.060853358702331	0.0259975326185686	MDA	CCND1	-0.514073351833796	0.756	0.00226842379183925
chr11_69436867_69448206_CA_0.7437	-0.126043491810396	5.74543002731707e-22	MDA	CCND1	0.528283207080177	0.7437	9.87603845801294e-23
chr11_69732824_69734296_CA_0.7182	0.251069300856327	4.73879722685679e-10	MDA	CCND1	-0.176053401335033	0.7182	5.77879063750763e-11
chr11_69539707_69540500_CA_0.6322	-0.536350867395133	2.21312611096719e-46	MDA	CCND1	0.418724968124203	0.6322	7.4679221745342e-47
chr11_69744349_69745600_CA_0.5665	0.0225801927128232	0.00147733397713331	MDA	CCND1	-0.161197029925748	0.5665	0.000138641216574987
chr11_69460180_69463869_CA_0.5048	0.480669130490989	1.05545793192156e-14	MDA	CCND1	-0.853770344258607	0.5048	1.48557156400483e-15
chr11_69867616_69868116_CA_0.4198	-0.14602445540681	6.39148972481402e-09	MDA	CCND1	0.301717542938574	0.4198	7.48429480739494e-10
chr11_69479689_69480189_CA_0.2128	-0.0485379069327355	0.118908772773876	MDA	CCND1	0.0923348083702093	0.2128	0.00985614031491078
chr11_69992912_70006356_CA_0.1909	0.168487918704356	2.75364525345295e-09	MDA	CCND1	-0.893026325658142	0.1909	3.26699313474624e-10
chr11_69510453_69524854_CA_-0.5344	-0.183182078906872	7.9936063153298e-18	MDA	CCND1	0.568004200105003	-0.5344	1.22783733835637e-18
chr7_134448631-134459381_CA_1.0000	0.0420606322411257	4.14996996824852e-07	MDA	AKR1B1	-0.337470936773419	1	4.55010771347447e-08
chr7_134355856_134369267_CA_0.6778	-0.144924316563163	6.8578678626756e-24	MDA	AKR1B1	0.734532363309083	0.6778	1.2404653149573e-24
chr7_134420420_134433124_CA_0.6689	-0.134579206177123	4.24135846742986e-27	MDA	AKR1B1	0.465565139128478	0.6689	8.33460215186244e-28
chr7_134316460_134317428_CA_0.6318	-0.241687067921429	7.12419139918222e-40	MDA	AKR1B1	0.851059776494413	0.6318	1.9856398210103e-40
chr7_134606051_134647270_CA_0.6146	0.0580995600962405	1.89461829380677e-09	MDA	AKR1B1	-0.238916972924323	0.6146	2.26159141177424e-10
chr7_134502433_134516302_CA_0.5244	0.0131981016848102	0.00280216143790317	MDA	AKR1B1	-0.177235430885772	0.5244	0.000258693084016525
chr7_134470817_134481205_CA_0.4723	-0.0279700396972406	0.392233840121216	MDA	AKR1B1	0.0521083027075677	0.4723	0.0310415804928297
chr7_134290180_134290680_CA_0.4380	-0.142746560892931	2.02336168406744e-17	MDA	AKR1B1	0.320363009075227	0.438	3.07680888426669e-18
chr7_134174750_134175250_CA_0.3599	1.14363098295453	1.1668949895863e-79	MDA	AKR1B1	-0.933323333083327	0.3599	1.26563907439257e-79
chr7_134546906_134567817_CA_0.3546	-0.0145194311298175	0.00792596853662642	MDA	AKR1B1	0.570674266856671	0.3546	0.000714842198565308
chr7_134127154_134127788_CA_0.2856	0.039453526438077	4.63127014638933e-06	MDA	AKR1B1	-0.38443261081527	0.2856	4.87002560426324e-07
chr7_134527259_134533816_CA_0.2203	0.00714314548277214	0.347539470639236	MDA	AKR1B1	-0.00136053401335033	0.2203	0.0276541911221485
chr7_134588297_134594513_CA_0.1536	-0.0939841706506479	1.10791758022826e-07	MDA	AKR1B1	0.263529588239706	0.1536	1.23973706233901e-08
chr7_134660381_134670399_CA_-0.2026	0.376360124509493	7.64418505766441e-14	MDA	AKR1B1	-0.649994749868747	-0.2026	1.0502640316132e-14
chr12_2876335-2893392_CA_1.0000	0.230955668198697	1.75285164589158e-61	SUM	FOXM1	-0.705836475598839	1	9.54130423340728e-62
chr12_2806717_2813994_CA_0.6876	0.0507569035803765	2.21944451794053e-10	SUM	FOXM1	-0.971002427908743	0.6876	2.74048610432794e-11
chr12_2794772_2796158_CA_0.6539	0.147727877459664	3.32229976220341e-19	SUM	FOXM1	-0.671818625722269	0.6539	5.31323336803516e-20
chr12_2613672_2614172_CA_0.6276	-1.16462618216724	3.87764539172154e-92	SUM	FOXM1	0.677895179448227	0.6276	1.01883754298648e-91
chr12_3168706_3171183_CA_0.5859	-0.299564883641196	1.38347803968441e-68	SUM	FOXM1	0.4985130754415	0.5859	9.69198634079022e-69
chr12_2624627_2625521_CA_0.5694	0.0818098935229168	3.83137679491679e-12	SUM	FOXM1	-0.733345427664596	0.5694	4.99134130330894e-13
chr12_2958539_2971143_CA_0.5079	-0.00852944807916993	0.479252983171482	SUM	FOXM1	0.951753791064211	0.5079	0.0375722796691788
chr12_2640659_2651114_CA_0.4948	-1.10320102878789	2.91952594583787e-90	SUM	FOXM1	0.713042210346418	0.4948	6.32143154892413e-90
chr12_3101372_3137758_CA_0.3653	0.0806704940409115	1.04549395742432e-09	SUM	FOXM1	-0.910672625668014	0.3653	1.25879333044985e-10
chr12_2583011_2583511_CA_0.3184	0.329412380198324	2.13618405105311e-64	SUM	FOXM1	-0.737668868513143	0.3184	1.28945416044556e-64
chr12_2752568_2753068_CA_0.2761	0.289500642828418	3.36773139840018e-43	SUM	FOXM1	-0.514545411388113	0.2761	1.03730889606188e-43
chr12_3034064_3088586_CA_0.2633	0.111861738638765	3.19684955642853e-28	SUM	FOXM1	-0.67047751132572	0.2633	6.46123736351535e-29
chr12_2923955_2924455_CA_0.1865	0.750390733735672	7.94518244819484e-60	SUM	FOXM1	-0.76363155467542	0.1865	4.0977854363469e-60
chr12_2739829_2740329_CA_0.1591	0.464931151555502	9.86313810503734e-40	SUM	FOXM1	-0.51729206792719	0.1591	2.73923869902338e-40
chr12_3199578_3217808_CA_-0.1712	0.303393038298535	3.39971643447865e-46	SUM	FOXM1	-0.389798035971028	-0.1712	1.14191961135497e-46
chr12_2844644_2856468_CA_-0.1883	0.392589653615687	4.61998106529448e-55	SUM	FOXM1	-0.522627702574397	-0.1883	2.05390951748925e-55
chr12_2912187_2913341_CA_-0.2257	-0.0964418599997831	7.80646484512627e-08	SUM	FOXM1	0.77086441689499	-0.2257	8.7755869195701e-09
chr6_34223643-34249670_CA_1.0000	0.019708676781446	0.0785386499297635	SUM	HMGA1	-0.546721984103302	1	0.00659644367188505
chr6_34067736_34074723_CA_0.4140	-0.232546722505132	1.89664248506612e-44	SUM	HMGA1	0.915155440414508	0.414	6.0590041424628e-45
chr6_34484882_34491468_CA_0.3018	-0.661650795618649	7.33400901982396e-39	SUM	HMGA1	0.923012234489868	0.3018	1.9858921631343e-39
chr6_33812639_33828714_CA_0.2440	-0.0106078123761083	0.0965932752393675	SUM	HMGA1	0.589391802077964	0.244	0.00805843394397976
chr6_34445472_34466294_CA_0.2250	0.0885609197543377	2.05017661495258e-09	SUM	HMGA1	-0.314056438705477	0.225	2.44403644953021e-10
chr6_34179795_34205969_CA_0.1939	-0.00819925860374149	0.82539557762628	SUM	HMGA1	0.720390364321949	0.1939	0.0629079203059359
chr6_33950368_33968425_CA_0.1854	-0.100342429937655	1.5990253728685e-10	SUM	HMGA1	0.940022854895152	0.1854	1.98346608920912e-11
chr6_33885088_33887100_CA_0.1679	-0.222074261724482	8.79465706625365e-13	SUM	HMGA1	0.878429929739848	0.1679	1.17197443876934e-13
chr6_34386567_34393168_CA_-0.1690	0.0631465424328187	1.91220871589053e-09	SUM	HMGA1	-0.907266432466159	-0.169	2.28235595214885e-10
chr6_33904424_33904924_CA_-0.2730	0.0974268485348369	2.53558151248731e-10	SUM	HMGA1	-0.247024455416	-0.273	3.12430907402612e-11
chr6_33995706_33996206_CA_-0.2762	0.386312104918475	3.37044387034471e-30	SUM	HMGA1	-0.852065417898706	-0.2762	7.19517263184171e-31
chr6_34338779_34341921_CA_-0.2835	0.590161077486815	8.47330225254608e-35	SUM	HMGA1	-0.924831470580257	-0.2835	2.04145244385494e-35
chr6_33731710_33795502_CA_-0.2869	-0.118840811510675	4.1281733519491e-28	SUM	HMGA1	0.752332962591216	-0.2869	8.31195073063933e-29
chr12_56103948-56105079_CA_1.0000	0.00129602892337971	0.921061469048902	SUM	PA2G4	0.282747945093997	1	0.0695688010253462
chr12_56115746_56129597_CA_0.8624	0.0934363174900948	1.20663340622382e-19	SUM	PA2G4	-0.872806065702737	0.8624	1.95317947846347e-20
chr12_56041289_56086539_CA_0.6852	0.0618548574831638	2.53502580136785e-11	SUM	PA2G4	-0.714824146162819	0.6852	3.22420007707353e-12
chr12_55955965_55982294_CA_0.6635	0.105716595739519	1.2378945133678e-30	SUM	PA2G4	-0.823864715297182	0.6635	2.67240233529766e-31
chr12_56189428_56233949_CA_0.6571	0.0668816961881867	1.64800599664991e-12	SUM	PA2G4	0.182355953123728	0.6571	2.17211626986956e-13
chr12_56151710_56159507_CA_0.6396	0.344700710285329	1.64873663376493e-79	SUM	PA2G4	-0.726865352792773	0.6396	1.77671762189648e-79
chr12_55817172_55818258_CA_0.4982	0.172254298352458	2.22758228631297e-21	SUM	PA2G4	-0.776276347557171	0.4982	3.76813875452275e-22
chr12_55996282_56014729_CA_0.2420	0.298158753222166	1.77741256787481e-61	SUM	PA2G4	-0.744720315763774	0.242	9.66599679927164e-62
chr12_55906028_55940584_CA_0.2418	-0.175435692823673	1.52933332130384e-34	SUM	PA2G4	0.98425758891029	0.2418	3.6574548536526e-35
chr12_55829145_55857077_CA_0.1595	0.098103358449666	6.6689168851916e-22	SUM	PA2G4	-0.873121422564631	0.1595	1.14483074676471e-22
chr12_56461149_56477343_CA_-0.1506	0.0832499386674633	4.01549983051262e-21	SUM	PA2G4	-0.576082386132436	-0.1506	6.75346585882511e-22
chr12_56028680_56030124_CA_-0.2739	0.145472432359106	1.98017119429023e-13	SUM	PA2G4	0.185139909936793	-0.2739	2.68872267334579e-14
chr12_56487539_56501761_CA_-0.3181	-0.0572758586073213	0.00031318104802708	SUM	PA2G4	0.979355993814937	-0.3181	3.04513988921953e-05
chr12_56245202_56300856_CA_-0.3526	0.00279752680908312	0.670771539830361	SUM	PA2G4	0.869245585003934	-0.3526	0.0517745331328637
chr12_55880809_55881451_CA_-0.5274	0.198036902939422	6.23383971280581e-16	SUM	PA2G4	-0.0662385047337439	-0.5274	9.06785338767052e-17
chr11_57424664-57444850_CA_1.0000	-0.16342718357406	1.56198436972677e-31	SUM	SLC43A3	0.930287483384423	1	3.45498674177069e-32
chr11_57402029_57414052_CA_0.6910	-0.324528833385888	8.59754835108076e-80	SUM	SLC43A3	0.858474283156553	0.691	9.46557433362756e-80
chr11_57072328_57073079_CA_0.6024	0.121628896133594	4.00365004912754e-26	SUM	SLC43A3	-0.970526001681903	0.6024	7.65519941739218e-27
chr11_57322179_57368793_CA_0.3813	0.191884095604867	8.83346666941251e-75	SUM	SLC43A3	-0.921465968586388	0.3813	7.62797692410424e-75
chr11_57204975_57205475_CA_0.3714	1.57279591962976	1.70409085430822e-88	SUM	SLC43A3	-0.848789775655807	0.3714	3.27068406907996e-88
chr11_57116538_57164695_CA_0.2676	0.385150037435999	1.14729090983302e-89	SUM	SLC43A3	-0.898238070694192	0.2676	2.38265969288835e-89
chr11_57514142_57516236_CA_0.1532	-0.321177431573723	4.55965091374369e-42	SUM	SLC43A3	0.930287483384423	0.1532	1.3596640422693e-42
chr11_57633634_57680861_CA_-0.1687	0.0832668903655961	7.2338762294199e-25	SUM	SLC43A3	-0.930287483384423	-0.1687	1.34147580187398e-25
chr11_57249055_57256033_CA_-0.2685	0.137481662739629	1.55579003986861e-32	SUM	SLC43A3	-0.934909326424871	-0.2685	3.52326834577896e-33
chr11_57733332_57800980_CA_-0.3198	0.094151586814035	2.1393536506569e-34	SUM	SLC43A3	-0.904809700783984	-0.3198	5.09757218944853e-35
chr12_49088144-49131719_CA_1.0000	-0.0154452444054162	0.286531591349005	SUM	TUBA1B	0.727117977375688	1	0.0230032236420453
chr12_49059951_49070211_CA_0.4027	0.11727544275898	8.22109793084572e-33	SUM	TUBA1B	-0.798814190380599	0.4027	1.87703299137963e-33
chr12_49358537_49370262_CA_0.3289	-0.0132984582931832	0.057101705303787	SUM	TUBA1B	0.461760437294849	0.3289	0.00485066491632599
chr12_49018228_49019206_CA_0.3016	0.119148602661867	1.13025197204521e-13	SUM	TUBA1B	-0.771985120581613	0.3016	1.54671712499998e-14
chr12_49278031_49348037_CA_0.2924	0.0365775993280127	6.63650349276325e-06	SUM	TUBA1B	0.266729172883379	0.2924	6.93993719256497e-07
chr12_48851831_48867397_CA_0.2707	0.251936250296121	2.44819270915669e-49	SUM	TUBA1B	-0.835651601877221	0.2707	9.08723808490042e-50
chr12_48947615_48995869_CA_0.2161	-0.0656596753705167	2.19194896928005e-17	SUM	TUBA1B	0.95511929305808	0.2161	3.33057083854084e-18
chr12_49215007_49253443_CA_0.2080	0.870555376835408	3.24901070316667e-83	SUM	TUBA1B	-0.796047188237528	0.208	4.30515150250546e-83
chr12_48814463_48826914_CA_0.2027	-0.07058862610672	4.81963349519998e-13	SUM	TUBA1B	0.971077028456718	0.2027	6.47280034558245e-14
chr12_49482288_49492291_CA_0.1829	-0.163545087595769	1.46513364566811e-06	SUM	TUBA1B	0.713947589724114	0.1829	1.57003576687164e-07
chr12_48924583_48925784_CA_0.1795	-0.0358138225494416	0.0016757300665871	SUM	TUBA1B	-0.288212435233161	0.1795	0.000156806716821071
chr13_30457894-30466281_CA_1.0000	0.0458435774080005	9.65812985120806e-07	SUM	HMGB1	-0.633021254374305	1	1.04155089721136e-07
chr13_30607874-30618162_CA_1.0000	0.0458435774080005	9.65812985120806e-07	SUM	HMGB1	-0.633021254374305	1	1.04155089721136e-07
chr13_30607874_30618162_CA_0.8160	0.0979195342582043	2.68489690772834e-19	SUM	HMGB1	-0.781113514906546	0.816	4.30740899819441e-20
