site	log2fold	pval	celline	gene	corr_sp	coaccess	qval
chr9_33244954-33265174_CA_1.0000	-0.170157488377133	5.0005290329285e-46	MDA	BAG1	-0.936791419785495	1	1.62429718396171e-46
chr9_33506579_33524323_CA_0.4850	0.0652220706982895	6.48501998738043e-06	MDA	BAG1	0.163303082577064	0.485	6.94967753705973e-07
chr9_33225518_33234424_CA_0.3307	-0.0439858682760352	0.000391213564578767	MDA	BAG1	-0.658693467336684	0.3307	3.89275075900759e-05
chr9_33286987_33291184_CA_0.2904	-0.141578278654865	3.91824879426139e-18	MDA	BAG1	-0.912352808820221	0.2904	6.13798026220046e-19
chr9_33024891_33025677_CA_0.2759	-0.219937548728497	3.58514389036485e-40	MDA	BAG1	-0.940574514362859	0.2759	9.88953606726146e-41
chr9_33719466_33722395_CA_0.2492	0.228011135312601	4.37243023784648e-07	MDA	BAG1	0.731064276606915	0.2492	4.91106621007668e-08
chr9_33307087_33307587_CA_0.2314	0.0365191477818045	0.000833498410965742	MDA	BAG1	0.806562664066602	0.2314	8.16521013480239e-05
chr9_33403217_33418494_CA_0.2159	0.144551633818107	3.53032006550579e-43	MDA	BAG1	0.427549688742219	0.2159	1.06064715012705e-43
chr9_33000875_33008167_CA_0.1896	-0.42034232520251	1.94847655280199e-31	MDA	BAG1	-0.951020775519388	0.1896	4.26480027282229e-32
chr9_32928116_32928643_CA_0.1552	-0.0764576610383296	0.000983764212322779	MDA	BAG1	0.367473186829671	0.1552	9.60175987939362e-05
chr9_33129808_33194315_CA_0.1521	-0.0690767377538153	1.57736857998885e-35	MDA	BAG1	-0.557689942248556	0.1521	3.83607700608926e-36
chr9_33320242_33329877_CA_-0.1610	0.00962768257339188	0.111342746556192	MDA	BAG1	0.031884797119928	-0.161	0.00958360457025421
chr9_32885924_32886424_CA_-0.2091	-0.00390752575811371	0.962141239476326	MDA	BAG1	-0.278642466061652	-0.2091	0.0749552897578418
chr2_85383217-85397401_CA_1.0000	0.31303864263261	9.37002875864675e-63	MDA	CAPG	0.78889522238056	1	5.299730330903e-63
chr2_85409955-85421739_CA_1.0000	0.31303864263261	9.37002875864675e-63	MDA	CAPG	0.78889522238056	1	5.299730330903e-63
chr2_85457817_85458428_CA_0.3732	0.435419324835123	2.41791826118746e-27	MDA	CAPG	0.420705017625441	0.3732	4.76803489692476e-28
chr2_85728912_85779945_CA_0.3248	-0.0251337404282414	0.0299187951235075	MDA	CAPG	-0.449133728343209	0.3248	0.00268263204046147
chr2_85678909_85679590_CA_0.3005	-0.524239361932941	1.45504045095951e-35	MDA	CAPG	-0.976690917272932	0.3005	3.54362856770946e-36
chr2_85154158_85159134_CA_0.2583	0.264581404137721	9.46537864909579e-25	MDA	CAPG	0.528679216980425	0.2583	1.74641565674871e-25
chr2_85383217_85397401_CA_0.2202	0.234334497760207	1.47224535481095e-49	MDA	CAPG	0.732871821795545	0.2202	5.34231220175226e-50
chr2_85409955_85421739_CA_0.2202	0.00803401896659963	0.441290415961504	MDA	CAPG	0.386342158553964	0.2202	0.0359857733222081
chr2_85091913_85113689_CA_0.2114	0.0326950716420357	0.0141656888885907	MDA	CAPG	0.534988374709368	0.2114	0.00129902646693534
chr2_85053791_85054291_CA_0.2040	-0.0750243200707829	7.43280496300574e-26	MDA	CAPG	-0.64102302557564	0.204	1.41225812101835e-26
chr2_85215777_85223406_CA_0.2010	0.15786937398685	2.2624735543304e-10	MDA	CAPG	-0.218481962049051	0.201	2.8564330812196e-11
chr2_85637472_85638051_CA_0.1734	-0.104560505376414	0.00596762900044417	MDA	CAPG	0.307342683567089	0.1734	0.000559566681035771
chr2_85353857_85355122_CA_-0.2995	-0.115393302620853	1.00871974144067e-20	MDA	CAPG	-0.745851646291157	-0.2995	1.6913774549208e-21
chr2_85248664_85300808_CA_-0.4118	-0.0299748997395734	5.7554277029444e-13	MDA	CAPG	-0.650819770494262	-0.4118	7.83960161657761e-14
chr2_85498969_85561949_CA_-0.4607	0.0151559929044096	0.0254918423732597	MDA	CAPG	0.400987024675617	-0.4607	0.00229547184013864
chr5_43386838-43433373_CA_1.0000	0.0615783825721875	2.34126154128222e-10	MDA	CCL28	0.847857196429911	1	2.95420607632856e-11
chr5_43483302_43485841_CA_0.6062	-0.0145268135234912	0.439901230581072	MDA	CCL28	-0.899590489762244	0.6062	0.0358801056864833
chr5_43510372_43515344_CA_0.5713	-0.0902750717653939	1.37027686157164e-24	MDA	CCL28	-0.918424960624016	0.5713	2.51555298152276e-25
chr5_43572280_43572780_CA_0.5382	-0.174697749672718	4.11801231089989e-38	MDA	CCL28	-0.556771919297983	0.5382	1.07241903093072e-38
chr5_42970677_43020704_CA_0.5036	-0.0670987945485759	1.82599585603525e-23	MDA	CCL28	-0.961110027750694	0.5036	3.25835390101255e-24
chr5_43171857_43172357_CA_0.4852	0.0655975599340407	5.77307682901357e-07	MDA	CCL28	-0.251251781294532	0.4852	6.45312830402769e-08
chr5_43033950_43089303_CA_0.4329	-0.0936508316238185	6.90170748967149e-47	MDA	CCL28	-0.7535993399835	0.4329	2.29869549693269e-47
chr5_43601817_43616974_CA_0.4029	-0.237189417026716	3.47945192128809e-56	MDA	CCL28	-0.538084452111303	0.4029	1.57916086375051e-56
chr5_43208628_43232423_CA_0.3887	-0.0578714200670803	3.23577772491293e-06	MDA	CCL28	-0.58006300157504	0.3887	3.51642245778182e-07
chr5_43105417_43129897_CA_0.3389	-0.115647581257199	3.94495728941637e-37	MDA	CCL28	-0.750435760894022	0.3389	9.98090689436679e-38
chr5_43627006_43631696_CA_0.3133	-0.0776159106045382	5.86143187449384e-07	MDA	CCL28	-0.806868671716793	0.3133	6.55046191445885e-08
chr5_43305892_43315758_CA_0.3102	-0.202544944548467	7.1406670524747e-60	MDA	CCL28	-0.883579089477237	0.3102	3.65049950402053e-60
chr5_43139924_43140424_CA_0.2802	0.144068590295737	3.94544363050346e-06	MDA	CCL28	0.762023550588765	0.2802	4.27042557475578e-07
chr5_43556346_43557715_CA_0.2333	-0.0823177068790856	6.89296559274915e-13	MDA	CCL28	-0.940138003450086	0.2333	9.36085802006283e-14
chr5_43469977_43470477_CA_0.2303	-0.0155536462133973	0.191878445471127	MDA	CCL28	0.395475886897172	0.2303	0.0162192195945573
chr5_43711435_43711935_CA_0.2031	0.0649853619646242	0.120441255913594	MDA	CCL28	-0.460457511437786	0.2031	0.0103418330766697
chr5_43192511_43194055_CA_-0.3102	0.0591330869908846	0.116297805549052	MDA	CCL28	-0.464588614715368	-0.3102	0.00999442735761679
chr6_106966645-106979801_CA_1.0000	-0.000834273668710856	0.553153564263725	MDA	CD24	0.0191104777619441	1	0.044610721610243
chr6_106715816_106805646_CA_0.9305	0.200224804531899	5.17975887222997e-61	MDA	CD24	0.933354833870847	0.9305	2.7571807988979e-61
chr6_106629250_106630873_CA_0.8943	-0.0813877029967956	6.8428424183281e-21	MDA	CD24	0.020456011400285	0.8943	1.15253400675785e-21
chr6_106869905_106895357_CA_0.8597	0.315858176722183	2.32468468562991e-74	MDA	CD24	0.639195979899498	0.8597	2.01378418296428e-74
chr6_106820282_106825678_CA_0.8174	0.0501880237933713	5.9491452758094e-10	MDA	CD24	0.956606915172879	0.8174	7.40929858154407e-11
chr6_106907707_106914164_CA_0.8038	0.0691341487298596	3.19414973773425e-10	MDA	CD24	0.955591389784745	0.8038	4.01193403889706e-11
chr6_106858491_106859479_CA_0.7625	1.11643701913302	9.40162007746294e-81	MDA	CD24	0.642437560939024	0.7625	1.20701045831553e-80
chr6_106659911_106662874_CA_0.7230	0.0661925410142398	0.0076548187872489	MDA	CD24	-0.471620790519763	0.723	0.000713373126100928
chr6_106490033_106548447_CA_0.7175	0.0994015104855206	8.3495813390553e-45	MDA	CD24	0.943223580589515	0.7175	2.61861171280652e-45
chr6_106692128_106693151_CA_0.6951	0.706661114359538	3.7492268267249e-77	MDA	CD24	0.950455261381535	0.6951	3.72678820730388e-77
chr6_106642441_106642941_CA_0.6161	0.00835343205473134	0.333879564580094	MDA	CD24	0.616663916597915	0.6161	0.0275720646964728
chr6_106591191_106591773_CA_0.6089	-0.236209518966639	1.35715138103997e-52	MDA	CD24	-0.61435235880897	0.6089	5.4496965058404e-53
chr6_106560936_106575304_CA_0.5438	0.0148631853145234	0.0856572198258345	MDA	CD24	0.79833495837396	0.5438	0.00744449211864111
chr6_106607990_106610131_CA_0.4696	0.0430126688222863	0.124411901878672	MDA	CD24	0.653195829895747	0.4696	0.0106690662068227
chr6_107027915_107028841_CA_0.4053	-0.251851616632087	8.65545416116834e-34	MDA	CD24	-0.20086402160054	0.4053	2.02146605715665e-34
chr6_107059598_107065067_CA_0.3738	0.499957144556684	7.3347507812987e-38	MDA	CD24	0.00705317632940824	0.3738	1.89630874398505e-38
chr6_106927719_106928219_CA_0.2438	-0.0140447477648503	0.410979702377649	MDA	CD24	-0.617884947123678	0.2438	0.0336318221439685
chr6_106997539_106998039_CA_0.1916	0.0613966080672048	0.338591037086158	MDA	CD24	0.63899197479937	0.1916	0.0279431230894477
chr6_107103082_107132758_CA_0.1859	-0.178354381418278	2.88954413158159e-28	MDA	CD24	-0.0858216455411385	0.1859	5.82589795864717e-29
chr6_107075834_107082485_CA_0.1719	-0.38900857545298	9.26802937872926e-48	MDA	CD24	-0.475102377559439	0.1719	3.16854728085245e-48
chr2_189179458-189188942_CA_1.0000	-0.0499705114864663	0.092485068271584	MDA	COL5A2	0.473177829445736	1	0.00801749805218778
chr2_189440734_189441727_CA_0.5518	-0.138310849229423	1.79324379895882e-38	MDA	COL5A2	-0.894386859671492	0.5518	4.71473522853385e-39
chr2_189203356_189211079_CA_0.5395	0.00972530012978015	0.0916929477102497	MDA	COL5A2	0.573996849921248	0.5395	0.00794927782692206
chr2_188902884_188903384_CA_0.3888	-0.136607032869004	3.46715301716946e-28	MDA	COL5A2	-0.83484737118428	0.3888	6.97765633284862e-29
chr2_188870248_188875818_CA_0.3330	-0.154422125821702	2.5216809023487e-44	MDA	COL5A2	-0.530525763144079	0.333	7.7924523706667e-45
chr2_189276166_189288427_CA_0.3177	0.345167686984536	4.61567571503316e-38	MDA	COL5A2	0.520171004275107	0.3177	1.2010036645174e-38
chr2_189363550_189380389_CA_0.2974	0.159846725135561	3.45423554148399e-06	MDA	COL5A2	0.670917272931823	0.2974	3.75011478532087e-07
chr2_189221771_189222900_CA_0.2676	0.0713207295813613	0.232824511414903	MDA	COL5A2	0.561918547963699	0.2676	0.0195386884001708
chr2_189002034_189002534_CA_0.2345	0.477411975193925	1.36556069577825e-29	MDA	COL5A2	0.269124728118203	0.2345	2.85280294361565e-30
chr2_188948999_188949499_CA_0.1605	0.222286469553718	0.00204123687809585	MDA	COL5A2	-0.384842121053026	0.1605	0.000196139902459343
chr2_189466629_189467129_CA_0.1577	0.417879715574338	3.76154811267359e-72	MDA	COL5A2	0.634038850971274	0.1577	3.03122667677343e-72
chr2_189393436_189394059_CA_-0.2900	-0.137847545776045	1.66677526773931e-05	MDA	COL5A2	0.330729768244206	-0.29	1.75884951923689e-06
chr11_111911660-111945120_CA_1.0000	0.32088459563356	2.40442509103992e-62	MDA	CRYAB	0.622062551563789	1	1.3373123420433e-62
chr11_111819734_111820614_CA_0.6680	0.0453193481080302	3.50635992528635e-05	MDA	CRYAB	-0.192295807395185	0.668	3.65215500188061e-06
chr11_111793733_111801542_CA_0.6257	0.730166963047752	1.96587239246363e-79	MDA	CRYAB	0.64366459161479	0.6257	2.29040885737327e-79
chr11_111870643_111879612_CA_0.5563	-0.0164118223764132	0.17998901632322	MDA	CRYAB	-0.773932348308708	0.5563	0.0152412195507923
chr11_112024759_112058592_CA_0.4926	-0.178677709054513	9.42460538529287e-49	MDA	CRYAB	-0.490741768544214	0.4926	3.32871473179143e-49
chr11_111601889_111604818_CA_0.4915	-0.15122327135057	2.31273825815708e-40	MDA	CRYAB	-0.6630405760144	0.4915	6.41764987224759e-41
chr11_112086153_112087109_CA_0.4798	-0.295871717415081	6.20066602004715e-51	MDA	CRYAB	-0.67324833120828	0.4798	2.35280428861337e-51
chr11_111765832_111777684_CA_0.4730	0.0758810326507421	5.86305008077719e-08	MDA	CRYAB	-0.24788719717993	0.473	6.81390528084918e-09
chr11_112157001_112175650_CA_0.4194	-0.118247911874163	8.81384238449963e-28	MDA	CRYAB	-0.0318397959948999	0.4194	1.75380672615369e-28
chr11_112212180_112230553_CA_0.3195	-0.186518767174439	3.51870172858658e-41	MDA	CRYAB	-0.768434710867772	0.3195	9.96931365021454e-42
chr11_111731015_111745983_CA_0.3183	0.0726740858904417	2.61576433777379e-17	MDA	CRYAB	0.839251481287032	0.3183	4.01655579383197e-18
chr11_111630899_111632029_CA_0.3163	1.28751495049549	3.06254540518776e-79	MDA	CRYAB	0.552234305857647	0.3163	3.5227235636632e-79
chr11_112113302_112132201_CA_0.3122	0.195557419404671	3.6371279316152e-67	MDA	CRYAB	0.869657241431036	0.3122	2.41649238355935e-67
chr11_111663793_111664293_CA_0.3114	-0.00366824830011902	0.972419005301831	MDA	CRYAB	0.506828170704268	0.3114	0.0756869112463195
chr11_111510268_111513235_CA_0.2965	0.0512436037448344	0.28644598327776	MDA	CRYAB	0.538867471686792	0.2965	0.0238265287857997
chr11_111526463_111540838_CA_0.2889	1.00017252973	1.52054366530027e-78	MDA	CRYAB	0.873378834470862	0.2889	1.65605352260008e-78
chr11_111972436_112014068_CA_0.2830	0.12079585723146	2.78233229857129e-33	MDA	CRYAB	0.117128928223206	0.283	6.41714230635505e-34
chr11_112241526_112255758_CA_0.2665	-0.155266822811975	5.37713677002153e-54	MDA	CRYAB	-0.585239630990775	0.2665	2.2632979833381e-54
chr11_112073800_112074846_CA_0.2435	-0.200975662608546	2.9510200015602e-34	MDA	CRYAB	-0.124171604290107	0.2435	6.98010205830024e-35
chr11_111553952_111562347_CA_0.2023	-0.102790798105939	1.2098818186928e-30	MDA	CRYAB	-0.251526288157204	0.2023	2.60221516602051e-31
chr11_111586399_111589584_CA_0.1798	-0.0921432750093884	2.1820850768991e-30	MDA	CRYAB	-0.742728568214206	0.1798	4.65156549172066e-31
chr11_111574531_111575031_CA_0.1522	0.126391620267777	0.000253740380805525	MDA	CRYAB	0.592681317032926	0.1522	2.54393834704968e-05
chr11_111960841_111961342_CA_-0.2151	0.795321490861513	1.49928683386963e-33	MDA	CRYAB	0.607432685817145	-0.2151	3.48513861746972e-34
chr11_111676872_111677710_CA_-0.2681	-0.223385219740115	2.55077268117684e-15	MDA	CRYAB	-0.877440936023401	-0.2681	3.7113172498906e-16
chr18_31098857-31103903_CA_1.0000	0.0886547310250016	7.22247433649505e-09	MDA	DSC2	-0.101162529063227	1	8.68135990606024e-10
chr18_31190815_31231500_CA_0.8344	0.57805362818499	1.94434671273835e-76	MDA	DSC2	0.551430285757144	0.8344	1.86166339599923e-76
chr18_31268070_31276171_CA_0.7190	0.394348247123126	1.36283362355883e-43	MDA	DSC2	0.0645256131403285	0.719	4.12920154611153e-44
chr18_31301161_31303449_CA_0.6877	1.39919401832079	7.90916435124352e-80	MDA	DSC2	0.51836795919898	0.6877	9.47341210672714e-80
chr18_31487560_31498728_CA_0.6072	-0.0681274295928291	1.38692031569595e-09	MDA	DSC2	-0.856843921098028	0.6072	1.70644210219626e-10
chr18_31447465_31454572_CA_0.5917	0.501924512453598	1.91571941114531e-28	MDA	DSC2	0.292420310507763	0.5917	3.87977967759501e-29
chr18_31039421_31047356_CA_0.5413	-0.095550299979156	3.61447361992591e-06	MDA	DSC2	0.336809420235506	0.5413	3.92103129227926e-07
chr18_31241514_31256404_CA_0.5208	0.193457888919196	1.24587484017064e-43	MDA	DSC2	0.0468476711917798	0.5208	3.77781159866769e-44
chr18_30987304_30992640_CA_0.3478	-0.254597841812949	2.92310572497319e-38	MDA	DSC2	-0.902509562739069	0.3478	7.6395835295584e-39
chr18_30967679_30970718_CA_0.3396	-0.11292183052145	0.00268618908183415	MDA	DSC2	0.442337058426461	0.3396	0.000256492735219289
chr18_31419466_31430465_CA_0.3171	0.513038059748072	6.67328166193281e-42	MDA	DSC2	0.89988749718743	0.3171	1.92802185120422e-42
chr18_31146792_31157732_CA_0.2614	-0.479234952421377	3.23036328426385e-48	MDA	DSC2	-0.899666991674792	0.2614	1.11984037220236e-48
chr18_30903464_30903964_CA_-0.1751	0.629174543968067	2.85719961219687e-22	MDA	DSC2	0.5956798919973	-0.1751	4.96527656688229e-23
chr6_12262221-12296509_CA_1.0000	-0.115483970528331	1.29458044197779e-29	MDA	EDN1	-0.585533638340959	1	2.70562100506474e-30
chr6_12313393_12349168_CA_0.9298	0.0382341736499458	0.00097762729644638	MDA	EDN1	0.810155253881347	0.9298	9.54246826415766e-05
chr6_12222551_12249998_CA_0.8475	0.191338586079781	1.23913847236276e-47	MDA	EDN1	0.919677491937299	0.8475	4.21572464579949e-48
chr6_12150781_12152442_CA_0.7328	0.827490421050353	5.9892902008872e-80	MDA	EDN1	0.855826895672392	0.7328	7.21318662139667e-80
chr6_12559981_12608495_CA_0.6736	0.0218998770847796	0.000125944084199555	MDA	EDN1	0.515943898597465	0.6736	1.28056268109255e-05
chr6_12545779_12546279_CA_0.5651	0.30184748020561	1.07378554710082e-29	MDA	EDN1	0.95267231680792	0.5651	2.24844957752745e-30
chr6_12008423_12013319_CA_0.4771	-0.247383142730568	1.30813822467197e-66	MDA	EDN1	-0.594637365934148	0.4771	8.57261412492469e-67
chr6_12516000_12516500_CA_0.4667	0.0944638296139852	0.000277964963567379	MDA	EDN1	-0.54280057001425	0.4667	2.78335788329859e-05
chr6_12472573_12492706_CA_0.4037	0.0269358223687933	0.162399820480557	MDA	EDN1	0.751124278106953	0.4037	0.0137958817840236
chr6_12369730_12382050_CA_0.3072	-0.00666062680791212	0.980364142251194	MDA	EDN1	0.713687842196055	0.3072	0.0762628217755912
chr6_12502955_12504778_CA_0.2935	-0.0342450091349268	0.213032751681951	MDA	EDN1	0.666795169879247	0.2935	0.017937511737602
chr6_12024895_12034180_CA_0.2187	0.0815748793982284	0.103539025518528	MDA	EDN1	-0.627521188029701	0.2187	0.00893393194846219
chr6_12208124_12208624_CA_-0.2797	-0.0979055817600329	0.349045371442186	MDA	EDN1	0.543777094427361	-0.2797	0.0287703586227476
chr6_12174821_12185596_CA_-0.3080	0.333024709861572	2.65635606048586e-29	MDA	EDN1	-0.0397824945623641	-0.308	5.50154752385931e-30
chr8_123516883-123598101_CA_1.0000	-0.293559046439343	6.02700843611525e-43	MDA	FBXO32	-0.700780019500488	1	1.80089238357495e-43
chr8_123374028_123374946_CA_0.5931	-0.527613063138361	2.05274660368492e-44	MDA	FBXO32	-0.615204380109503	0.5931	6.36768873814467e-45
chr8_123443154_123473895_CA_0.4332	0.292175485489546	1.49890434701093e-05	MDA	FBXO32	-0.022185554638866	0.4332	1.5846431991776e-06
chr8_123858369_123858869_CA_0.3696	-0.0520028892527753	1.4971475754978e-10	MDA	FBXO32	-0.715565889147229	0.3696	1.90190761368422e-11
chr8_123395370_123396893_CA_0.3281	-0.181517904351139	3.83013339260189e-20	MDA	FBXO32	-0.711044776119403	0.3281	6.33169914268658e-21
chr8_123273759_123287426_CA_0.2866	-0.0702667260184549	0.000321278207180587	MDA	FBXO32	-0.465970149253731	0.2866	3.20849654762405e-05
chr8_123653680_123694213_CA_0.2735	-0.00377104673637153	0.783440491162419	MDA	FBXO32	-0.330942773569339	0.2735	0.0618584049666529
chr8_123759222_123777300_CA_0.2606	-0.13279746936001	1.58684466680988e-19	MDA	FBXO32	-0.679048976224406	0.2606	2.58132678300859e-20
chr8_123360387_123360887_CA_0.2270	-0.30268109005755	8.11698034340815e-18	MDA	FBXO32	-0.700780019500488	0.227	1.26342027935201e-18
chr8_123412867_123417265_CA_0.2188	0.0986783182397081	4.18675074544084e-12	MDA	FBXO32	0.446250656266407	0.2188	5.57102633293715e-13
chr8_123742382_123742882_CA_0.2044	-0.093654375151635	0.0142350706836108	MDA	FBXO32	0.18025650641266	0.2044	0.00130507742666933
chr8_123921870_123922648_CA_0.1619	0.136546125234685	0.00172799242399026	MDA	FBXO32	0.64711917797945	0.1619	0.000166676365830643
chr8_123630278_123633380_CA_0.1530	0.205919256486917	0.0248434123163908	MDA	FBXO32	0.810588764719118	0.153	0.00223931311053269
chr8_123957479_123957979_CA_-0.1573	-0.0568831558110541	0.32085644824877	MDA	FBXO32	0.30059251481287	-0.1573	0.0265565418111466
chr8_123939869_123940369_CA_-0.1872	0.259644075842227	4.84234134747723e-52	MDA	FBXO32	0.699063976599415	-0.1872	1.91198752913512e-52
chr8_123705338_123720458_CA_-0.2244	0.33917123785548	1.64246694949493e-25	MDA	FBXO32	0.927755193879847	-0.2244	3.09434450173565e-26
chr8_123839297_123840389_CA_-0.3250	0.403442142432295	1.32969844155284e-17	MDA	FBXO32	0.736197404935123	-0.325	2.05802257979191e-18
chr8_123877943_123883529_CA_-0.3880	0.471987001841029	2.50293361456173e-60	MDA	FBXO32	0.812201305032626	-0.388	1.30209096757492e-60
